index,Duration (in seconds),Finished,Consent1,Consent2,Consent3,Demo_age,Demo_gender,Q1_ADD1,Timing1_ADD1_First Click,Timing1_ADD1_Last Click,Timing1_ADD1_Page Submit,Timing1_ADD1_Click Count,Q2_ADD1,Timing2_ADD1_First Click,Timing2_ADD1_Last Click,Timing2_ADD1_Page Submit,Timing2_ADD1_Click Count,Q1_ADD2,Timing1_ADD2_First Click,Timing1_ADD2_Last Click,Timing1_ADD2_Page Submit,Timing1_ADD2_Click Count,Q2_ADD2,Timing2_ADD2_First Click,Timing2_ADD2_Last Click,Timing2_ADD2_Page Submit,Timing2_ADD2_Click Count,Q1_ADD3,Timing1_ADD3_First Click,Timing1_ADD3_Last Click,Timing1_ADD3_Page Submit,Timing1_ADD3_Click Count,Q2_ADD3,Timing2_ADD3_First Click,Timing2_ADD3_Last Click,Timing2_ADD3_Page Submit,Timing2_ADD3_Click Count,Q1_ADD4,Timing1_ADD4_First Click,Timing1_ADD4_Last Click,Timing1_ADD4_Page Submit,Timing1_ADD4_Click Count,AttCheck1_ADD,Q2_ADD4,Timing2_ADD4_First Click,Timing2_ADD4_Last Click,Timing2_ADD4_Page Submit,Timing2_ADD4_Click Count,Q1_ADD5,Timing1_ADD5_First Click,Timing1_ADD5_Last Click,Timing1_ADD5_Page Submit,Timing1_ADD5_Click Count,Q2_ADD5,Timing2_ADD5_First Click,Timing2_ADD5_Last Click,Timing2_ADD5_Page Submit,Timing2_ADD5_Click Count,Q1_ADD6,Timing1_ADD6_First Click,Timing1_ADD6_Last Click,Timing1_ADD6_Page Submit,Timing1_ADD6_Click Count,Q2_ADD6,Timing2_ADD6_First Click,Timing2_ADD6_Last Click,Timing2_ADD6_Page Submit,Timing2_ADD6_Click Count,Q1_LMS1,Timing1_LMS1_First Click,Timing1_LMS1_Last Click,Timing1_LMS1_Page Submit,Timing1_LMS1_Click Count,Q2_LMS1,Timing2_LMS1_First Click,Timing2_LMS1_Last Click,Timing2_LMS1_Page Submit,Timing2_LMS1_Click Count,Q1_LMS2,Timing1_LMS2_First Click,Timing1_LMS2_Last Click,Timing1_LMS2_Page Submit,Timing1_LMS2_Click Count,Q2_LMS2,Timing2_LMS2_First Click,Timing2_LMS2_Last Click,Timing2_LMS2_Page Submit,Timing2_LMS2_Click Count,Q1_LMS3,Timing1_LMS3_First Click,Timing1_LMS3_Last Click,Timing1_LMS3_Page Submit,Timing1_LMS3_Click Count,Q2_LMS3,Timing2_LMS3_First Click,Timing2_LMS3_Last Click,Timing2_LMS3_Page Submit,Timing2_LMS3_Click Count,Q1_LMS4,Timing1_LMS4_First Click,Timing1_LMS4_Last Click,Timing1_LMS4_Page Submit,Timing1_LMS4_Click Count,AttCheck1_LMS,Q2_LMS4,Timing2_LMS4_First Click,Timing2_LMS4_Last Click,Timing2_LMS4_Page Submit,Timing2_LMS4_Click Count,Q1_LMS5,Timing1_LMS5_First Click,Timing1_LMS5_Last Click,Timing1_LMS5_Page Submit,Timing1_LMS5_Click Count,Q2_LMS5,Timing2_LMS5_First Click,Timing2_LMS5_Last Click,Timing2_LMS5_Page Submit,Timing2_LMS5_Click Count,Q1_LMS6,Timing1_LMS6_First Click,Timing1_LMS6_Last Click,Timing1_LMS6_Page Submit,Timing1_LMS6_Click Count,Q2_LMS6,Timing2_LMS6_First Click,Timing2_LMS6_Last Click,Timing2_LMS6_Page Submit,Timing2_LMS6_Click Count,Q1_APP1,Timing1_APP1_First Click,Timing1_APP1_Last Click,Timing1_APP1_Page Submit,Timing1_APP1_Click Count,Q2_APP1,Timing2_APP1_First Click,Timing2_APP1_Last Click,Timing2_APP1_Page Submit,Timing2_APP1_Click Count,Q1_APP2,Timing1_APP2_First Click,Timing1_APP2_Last Click,Timing1_APP2_Page Submit,Timing1_APP2_Click Count,Q2_APP2,Timing2_APP2_First Click,Timing2_APP2_Last Click,Timing2_APP2_Page Submit,Timing2_APP2_Click Count,Q1_APP3,Timing1_APP3_First Click,Timing1_APP3_Last Click,Timing1_APP3_Page Submit,Timing1_APP3_Click Count,Q2_APP3,Timing2_APP3_First Click,Timing2_APP3_Last Click,Timing2_APP3_Page Submit,Timing2_APP3_Click Count,Q1_APP4,Timing1_APP4_First Click,Timing1_APP4_Last Click,Timing1_APP4_Page Submit,Timing1_APP4_Click Count,AttCheck1_APP,Q2_APP4,Timing2_APP4_First Click,Timing2_APP4_Last Click,Timing2_APP4_Page Submit,Timing2_APP4_Click Count,Q1_APP5,Timing1_APP5_First Click,Timing1_APP5_Last Click,Timing1_APP5_Page Submit,Timing1_APP5_Click Count,Q2_APP5,Timing2_APP5_First Click,Timing2_APP5_Last Click,Timing2_APP5_Page Submit,Timing2_APP5_Click Count,Q1_APP6,Timing1_APP6_First Click,Timing1_APP6_Last Click,Timing1_APP6_Page Submit,Timing1_APP6_Click Count,Q2_APP6,Timing2_APP6_First Click,Timing2_APP6_Last Click,Timing2_APP6_Page Submit,Timing2_APP6_Click Count,subj_preobj_Q1,subj_preobj_Q2,Timing_subj_preobj_First Click,Timing_subj_preobj_Last Click,Timing_subj_preobj_Page Submit,Timing_subj_preobj_Click Count,modsim_ADD7,Timing_ADD7_First Click,Timing_ADD7_Last Click,Timing_ADD7_Page Submit,Timing_ADD7_Click Count,modsim_ADD8,Timing_ADD8_First Click,Timing_ADD8_Last Click,Timing_ADD8_Page Submit,Timing_ADD8_Click Count,countfac_ADD9,AttCheck2_ADD,Timing_ADD9_First Click,Timing_ADD9_Last Click,Timing_ADD9_Page Submit,Timing_ADD9_Click Count,countfac_ADD10,Timing_ADD10_First Click,Timing_ADD10_Last Click,Timing_ADD10_Page Submit,Timing_ADD10_Click Count,error_ADD11,Timing_ADD11_First Click,Timing_ADD11_Last Click,Timing_ADD11_Page Submit,Timing_ADD11_Click Count,error_ADD12,Timing_ADD12_First Click,Timing_ADD12_Last Click,Timing_ADD12_Page Submit,Timing_ADD12_Click Count,modsim_LMS7,Timing_LMS7_First Click,Timing_LMS7_Last Click,Timing_LMS7_Page Submit,Timing_LMS7_Click Count,modsim_LMS8,Timing_LMS8_First Click,Timing_LMS8_Last Click,Timing_LMS8_Page Submit,Timing_LMS8_Click Count,countfac_LMS9,AttCheck2_LMS,Timing_LMS9_First Click,Timing_LMS9_Last Click,Timing_LMS9_Page Submit,Timing_LMS9_Click Count,countfac_LMS10,Timing_LMS10_First Click,Timing_LMS10_Last Click,Timing_LMS10_Page Submit,Timing_LMS10_Click Count,error_LMS11,Timing_LMS11_First Click,Timing_LMS11_Last Click,Timing_LMS11_Page Submit,Timing_LMS11_Click Count,error_LMS12,Timing_LMS12_First Click,Timing_LMS12_Last Click,Timing_LMS12_Page Submit,Timing_LMS12_Click Count,modsim_APP7,Timing_APP7_First Click,Timing_APP7_Last Click,Timing_APP7_Page Submit,Timing_APP7_Click Count,modsim_APP8,Timing_APP8_First Click,Timing_APP8_Last Click,Timing_APP8_Page Submit,Timing_APP8_Click Count,countfac_APP9,AttCheck2_APP,Timing_APP9_First Click,Timing_APP9_Last Click,Timing_APP9_Page Submit,Timing_APP9_Click Count,countfac_APP10,Timing_APP10_First Click,Timing_APP10_Last Click,Timing_APP10_Page Submit,Timing_APP10_Click Count,error_APP11,Timing_APP11_First Click,Timing_APP11_Last Click,Timing_APP11_Page Submit,Timing_APP11_Click Count,error_APP12,Timing_APP12_First Click,Timing_APP12_Last Click,Timing_APP12_Page Submit,Timing_APP12_Click Count,Subj_postobj_Q1,Subj_postobj_Q2,Timing_subj_postobj_First Click,Timing_subj_postobj_Last Click,Timing_subj_postobj_Page Submit,Timing_subj_postobj_Click Count,timing_explain_ADD_First Click,timing_explain_ADD_Last Click,timing_explain_ADD_Page Submit,timing_explain_ADD_Click Count,timing_explain_LMS_First Click,timing_explain_LMS_Last Click,timing_explain_LMS_Page Submit,timing_explain_LMS_Click Count,timing_explain_APP_First Click,timing_explain_APP_Last Click,timing_explain_APP_Page Submit,timing_explain_APP_Click Count,Agg,Exp
238,928,1,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,6.762,177.6,182.561,11.0,4.0,8.599,58.554,60.86,10.0,2.0,4.367,23.825,24.493,9.0,5.0,8.038,21.493,22.015,7.0,7.0,2.149,22.268,23.301,4.0,4.0,1.727,4.21,4.854,2.0,2.0,1.955,16.347,18.054,6.0,4.0,5.0,2.752,43.567,44.423,14.0,7.0,9.475,32.971,34.014,7.0,5.0,8.469,13.088,14.74,5.0,1.0,1.345,13.083,13.995,4.0,5.0,1.693,9.452,10.931,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5.219,14.887,15.939,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.315,37.073,38.172,5.0,3.0,2.523,20.679,21.161,5.0,3.0,2.0,1.92,78.157,79.087,11.0,4.0,3.051,26.018,26.942,3.0,1.0,7.262,37.928,38.818,4.0,2.0,6.971,18.836,19.365,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,4.02,10.43,12.674,7,,,,,3.918,33.567,58.396,13.0,,,,,LMS,Text_expl
239,996,1,1,1,1,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,7.087,79.238,80.351,6.0,3.0,3.362,25.028,26.084,7.0,2.0,3.528,53.693,54.764,11.0,2.0,2.074,8.142,9.144,4.0,3.0,4.302,38.873,39.937,7.0,3.0,2.022,5.28,6.194,4.0,2.0,20.393,54.108,54.901,6.0,4.0,2.0,1.182,16.525,17.302,10.0,1.0,8.517,69.064,70.201,13.0,1.0,2.99,7.976,8.701,5.0,1.0,2.632,24.554,25.301,7.0,1.0,1.81,9.15,9.86,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,6,5.973,12.636,13.689,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,2.229,29.01,29.639,7.0,3.0,11.971,36.372,37.37,4.0,4.0,2.0,1.749,93.232,94.302,13.0,2.0,6.723,83.088,83.867,9.0,1.0,5.51,43.972,44.892,5.0,2.0,6.539,14.965,15.794,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,6,4.025,7.937,8.55,4,,,,,2.268,76.861,178.853,12.0,,,,,LMS,No_expl
240,1370,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,5.157,112.919,114.356,12.0,5.0,10.151,27.404,28.552,4.0,5.0,13.166,66.526,67.474,5.0,5.0,6.984,26.923,27.479,7.0,4.0,3.135,38.69,38.601,4.0,4.0,3.147,17.285,20.878,5.0,4.0,1.61,31.878,33.527,6.0,4.0,2.0,2.055,93.467,94.441,16.0,6.0,5.289,26.607,27.588,4.0,7.0,5.317,65.855,106.691,19.0,1.0,4.076,19.232,20.124,3.0,1.0,7.358,8.392,9.216,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,4.479,13.417,14.102,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,106.211,106.606,107.665,2.0,4.0,33.134,43.25,44.398,5.0,4.0,2.0,12.031,99.358,103.401,14.0,3.0,31.099,55.283,59.417,9.0,1.0,3.255,35.529,37.087,5.0,2.0,21.448,117.344,117.853,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,3.489,14.643,15.529,7,,,,,3.227,61.198,62.901,10.0,,,,,LMS,No_expl
241,1397,1,1,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,6.786,238.867,240.501,14.0,3.0,7.684,57.432,57.9,19.0,2.0,1.177,73.003,75.325,9.0,2.0,2.136,15.952,16.888,6.0,3.0,6.601,43.627,44.3,6.0,3.0,1.26,4.201,4.997,5.0,2.0,2.294,24.24,24.898,6.0,4.0,2.0,1.567,31.687,32.901,8.0,7.0,3.687,25.443,26.163,7.0,7.0,2.023,8.286,9.101,5.0,4.0,3.013,25.128,25.6,9.0,4.0,1.517,8.29,9.167,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,6.709,15.731,16.596,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,19.301,33.8,34.601,7.0,3.0,17.245,22.135,22.77,4.0,4.0,2.0,13.589,115.581,116.148,14.0,2.0,79.872,131.199,134.611,7.0,1.0,4.97,36.593,37.401,4.0,2.0,9.832,11.636,12.258,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,7.039,17.586,22.561,10,,,,,48.951,139.274,139.634,10.0,,,,,LMS,Graph_expl
242,1342,1,1,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,10.361,87.994,128.874,8.0,5.0,33.527,50.966,54.658,6.0,5.0,7.763,76.794,82.082,14.0,5.0,18.653,20.228,21.676,2.0,4.0,2.914,34.057,36.898,3.0,4.0,22.768,22.768,26.365,1.0,2.0,5.818,53.698,59.173,12.0,4.0,2.0,3.382,28.798,33.819,3.0,7.0,34.327,34.327,35.703,1.0,7.0,3.314,3.314,7.288,1.0,1.0,34.685,34.685,35.942,1.0,1.0,9.562,9.562,10.849,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6,6.589,11.887,24.095,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,5.28,53.146,54.999,10.0,3.0,40.519,40.519,50.241,1.0,4.0,2.0,12.872,69.522,106.984,6.0,2.0,7.978,65.196,102.9,3.0,1.0,10.134,31.792,35.268,4.0,2.0,8.48,8.48,26.122,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6,8.229,13.9,23.266,3,,,,,5.418,168.956,174.123,17.0,,,,,LMS,No_expl
243,1465,1,1,1,1,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,142.486,142.486,145.371,1.0,1.0,36.94,36.94,49.071,1.0,3.0,50.14,50.14,52.696,1.0,3.0,57.277,57.277,59.835,1.0,1.0,43.867,43.867,46.351,1.0,4.0,40.879,41.811,43.944,2.0,6.0,27.797,27.797,29.568,1.0,4.0,6.0,18.105,60.207,61.802,2.0,2.0,19.992,19.992,21.779,1.0,2.0,46.715,46.715,48.0,1.0,1.0,32.633,32.633,34.783,1.0,6.0,27.522,27.522,29.368,1.0,6,5,11.594,19.256,21.07,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,47.716,47.716,49.694,1.0,6.0,30.885,30.885,33.095,1.0,2.0,2.0,135.357,200.829,213.951,3.0,3.0,118.797,122.054,123.461,2.0,1.0,20.092,20.092,22.567,1.0,2.0,24.524,24.524,26.64,1.0,3,3,5.676,7.969,10.253,2,,,,,,,,,89.23,176.646,182.102,2.0,APP,No_expl
244,1309,1,1,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,105.057,105.057,110.056,1.0,5.0,58.399,58.399,59.986,1.0,3.0,31.956,31.956,33.127,1.0,5.0,78.202,78.202,81.513,1.0,4.0,65.894,65.894,66.537,1.0,4.0,2.249,2.249,3.031,1.0,4.0,24.075,24.075,25.139,1.0,4.0,4.0,10.117,27.528,28.543,2.0,7.0,41.036,41.036,41.78,1.0,7.0,2.044,2.044,2.833,1.0,1.0,33.403,33.403,34.77,1.0,1.0,3.346,3.346,4.581,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,5.04,6.653,8.376,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,53.201,53.201,57.638,1.0,3.0,21.922,21.922,22.754,1.0,4.0,2.0,15.925,124.675,181.54,2.0,2.0,81.83,81.83,87.878,1.0,1.0,27.6,27.6,28.853,1.0,2.0,3.542,3.542,6.566,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,3.472,5.182,6.594,2,,,,,66.326,84.446,101.746,3.0,,,,,LMS,No_expl
246,1174,1,1,1,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,69.567,69.567,70.622,1.0,3.0,16.862,16.862,18.333,1.0,2.0,29.496,29.496,30.382,1.0,2.0,2.927,2.927,4.403,1.0,3.0,26.475,26.475,27.346,1.0,3.0,2.301,2.301,3.132,1.0,2.0,52.012,52.012,53.122,1.0,4.0,2.0,2.601,10.761,11.918,3.0,7.0,14.38,14.38,15.155,1.0,7.0,1.479,1.479,3.086,1.0,4.0,613.351,613.351,614.348,1.0,4.0,2.175,2.175,3.788,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,5.451,11.147,12.72,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,18.633,18.633,19.775,1.0,3.0,21.526,21.526,24.348,1.0,1.0,2.0,27.617,46.688,48.75,2.0,2.0,19.859,19.859,21.113,1.0,1.0,16.777,16.777,18.343,1.0,2.0,6.682,6.682,9.151,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,2.439,5.638,7.069,2,,,,,44.753,44.753,59.279,1.0,,,,,LMS,Text_expl
247,1461,1,1,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,75.014,75.014,76.473,1.0,3.0,61.105,62.953,64.87,2.0,3.0,63.857,63.857,65.717,1.0,3.0,61.875,61.875,62.839,1.0,1.0,75.035,75.563,76.231,2.0,1.0,73.202,73.202,73.918,1.0,6.0,16.196,16.196,17.496,1.0,4.0,6.0,50.143,62.693,63.346,3.0,5.0,18.382,18.382,19.722,1.0,5.0,80.278,80.942,81.282,2.0,2.0,19.412,19.412,20.232,1.0,3.0,94.263,94.263,94.955,1.0,5,2,6.13,10.138,10.813,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,19.101,19.101,20.305,1.0,6.0,12.924,12.924,13.823,1.0,2.0,2.0,119.726,202.039,203.371,3.0,4.0,90.666,90.666,101.014,1.0,2.0,26.397,26.397,27.153,1.0,2.0,38.735,38.735,39.651,1.0,2,2,4.292,6.788,7.215,3,,,,,,,,,61.464,61.704,63.995,2.0,APP,No_expl
248,1322,1,1,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,235.052,235.052,239.676,1.0,3.0,100.785,100.785,102.395,1.0,2.0,42.983,42.983,43.87,1.0,2.0,5.355,5.355,6.049,1.0,3.0,27.664,27.664,28.672,1.0,3.0,4.245,4.245,5.224,1.0,2.0,20.939,20.939,22.382,1.0,4.0,2.0,2.153,25.657,27.715,3.0,7.0,18.363,19.459,19.794,2.0,7.0,4.856,4.856,5.609,1.0,4.0,37.386,37.386,40.209,1.0,4.0,14.828,14.828,16.678,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7.43,11.63,12.398,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,22.392,22.392,33.465,1.0,3.0,15.782,15.782,18.502,1.0,2.0,2.0,172.827,180.954,183.223,2.0,2.0,118.251,118.251,120.205,1.0,1.0,17.691,17.691,19.301,1.0,2.0,15.034,15.034,16.881,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,14.405,16.159,17.181,2,,,,,24.3,24.3,94.205,1.0,,,,,LMS,Text_expl
249,1031,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,4.321,146.637,148.285,10.0,5.0,15.9,38.259,40.896,3.0,2.0,4.356,29.831,31.208,5.0,2.0,4.25,7.631,8.903,3.0,3.0,4.105,34.007,35.718,3.0,3.0,2.377,5.793,6.989,3.0,2.0,2.267,28.898,31.004,3.0,4.0,2.0,6.501,21.415,23.018,7.0,7.0,3.845,24.029,25.937,3.0,7.0,17.652,25.21,26.663,3.0,4.0,5.124,30.107,31.503,5.0,4.0,3.004,40.698,42.596,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5,4.415,11.374,12.537,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,6.014,35.361,36.872,4.0,3.0,4.976,23.573,25.267,4.0,4.0,2.0,3.024,144.595,146.06,9.0,3.0,5.862,37.332,39.156,4.0,1.0,1.029,32.996,34.276,6.0,2.0,6.979,8.232,9.468,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,3.924,11.544,12.557,4,,,,,5.564,125.373,126.937,6.0,,,,,LMS,No_expl
250,1054,1,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,3.007,186.386,187.927,7.0,5.0,20.952,25.309,26.73,3.0,3.0,8.872,24.02,25.412,3.0,3.0,10.724,26.586,27.762,4.0,2.0,11.261,14.685,15.744,3.0,3.0,7.766,25.362,26.232,5.0,4.0,3.728,16.759,17.985,5.0,4.0,4.0,21.603,56.157,57.771,6.0,2.0,5.63,17.172,17.9,3.0,2.0,11.137,26.102,28.158,3.0,1.0,10.329,17.173,19.003,3.0,1.0,5.268,10.581,12.271,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,6,3.09,6.81,7.756,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,4.221,39.659,40.694,3.0,4.0,13.858,17.29,18.595,2.0,3.0,2.0,17.386,29.312,30.803,4.0,3.0,3.054,292.03,293.118,3.0,2.0,24.462,27.052,28.199,3.0,2.0,44.759,45.765,46.975,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5,2.838,7.991,9.159,4,,,,,7.357,32.713,33.862,3.0,,,,,LMS,Text_expl
251,1479,1,1,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,93.633,154.551,155.753,6.0,3.0,27.641,29.431,31.825,2.0,2.0,68.464,85.83,87.047,4.0,2.0,9.978,17.122,18.469,3.0,3.0,167.192,172.549,174.028,3.0,3.0,15.432,20.194,21.689,3.0,2.0,25.565,27.112,29.172,2.0,4.0,2.0,4.642,33.765,35.418,8.0,7.0,23.017,28.648,30.27,3.0,7.0,5.797,13.138,14.447,3.0,4.0,24.253,44.124,46.769,4.0,4.0,32.365,36.534,38.175,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,4.477,12.872,15.708,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,11.291,252.848,254.208,5.0,3.0,47.807,51.598,52.959,3.0,3.0,2.0,21.441,98.601,99.96,7.0,3.0,30.202,34.503,36.064,3.0,1.0,15.588,19.138,20.57,3.0,2.0,22.196,25.454,26.788,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,4.829,11.194,12.606,4,,,,,51.55,139.271,152.941,6.0,,,,,LMS,Graph_expl
252,1530,1,1,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.791,163.569,165.211,4.0,3.0,20.244,20.244,22.414,1.0,3.0,83.226,83.226,84.923,1.0,3.0,11.064,11.064,12.544,1.0,1.0,63.39,63.39,64.902,1.0,1.0,6.11,10.847,13.101,2.0,6.0,67.979,67.979,69.426,1.0,4.0,3.0,34.518,43.72,45.266,3.0,7.0,112.77,112.77,113.958,1.0,7.0,5.823,5.823,7.055,1.0,3.0,5.94,141.449,143.163,2.0,3.0,1.65,5.642,7.881,3.0,6,7,5.685,18.812,19.93,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,23.575,26.077,27.74,2.0,6.0,27.465,27.465,28.852,1.0,3.0,2.0,50.373,97.674,99.401,4.0,4.0,1.813,96.17,105.579,5.0,1.0,1.409,118.36,119.578,3.0,2.0,37.944,40.559,42.502,3.0,7,7,5.268,8.649,10.205,3,,,,,,,,,49.9,140.169,160.527,4.0,APP,No_expl
253,1610,1,1,1,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4.892,151.929,152.661,20.0,2.0,8.937,84.891,85.712,29.0,2.0,1.131,108.901,110.061,12.0,2.0,4.318,32.273,33.108,10.0,3.0,5.968,82.86,83.586,9.0,3.0,20.341,35.994,36.667,7.0,2.0,8.937,89.003,89.59,15.0,4.0,2.0,1.413,17.316,18.086,11.0,7.0,1.457,76.514,77.363,11.0,7.0,1.463,4.149,4.842,3.0,4.0,1.524,23.003,23.861,7.0,4.0,1.512,6.091,6.711,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5,7.501,13.21,13.939,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.652,45.513,46.401,11.0,3.0,2.553,41.254,41.802,8.0,4.0,2.0,2.837,159.479,160.159,57.0,2.0,1.615,61.939,63.066,28.0,1.0,5.613,38.378,39.039,20.0,2.0,40.765,64.652,65.401,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,1.355,8.177,9.401,7,,,,,2.145,52.398,78.822,14.0,,,,,LMS,Text_expl
